,Ixx,Ixy,Iyy,Ixr,Ixg,Ixb,Iyr,Iyg,Iyb,Irr,Irg,Irb,Igg,Igb,Ibb,Target
1153,110.25,57.75,30.25,1165.5,861,714,610.5,451,374,33,142,124,68,200,16,1
1154,240.25,1976.25,16256.25,1968.5,1472.5,1085,16192.5,12112.5,8925,1,33,186,65,250,36,1
1155,15750.25,14620.75,13572.25,14307,10291,7153.5,13281,9553,6640.5,196,132,98,68,66,177,0
1156,14042.25,14931,15876,12324,8532,5569.5,13104,9072,5922,64,64,24,64,56,161,1
1157,0.25,5.25,110.25,55,39,26.5,1155,819,556.5,68,132,198,196,38,249,0
1158,9,33,121,381,276,210,1397,1012,770,1,164,186,16,40,36,0
1159,14884,61,0.25,16348,12078,9394,67,49.5,38.5,36,210,78,73,199,41,0
1160,14161,14280,14400,15113,10948,8568,15240,11040,8640,1,164,184,16,224,64,1
1161,15500.25,13695,12100,14566.5,10209,7719,12870,9020,6820,121,122,86,68,220,4,1
1162,15625,15125,14641,11500,6875,4625,11132,6655,4477,16,196,76,209,243,89,1
1163,14641,1331,121,12584,8107,5929,1144,737,539,64,56,232,137,211,97,0
1164,14884,854,49,13908,9394,7442,798,539,427,196,74,42,41,89,137,1
1165,16256.25,446.25,12.25,15045,10327.5,8287.5,413,283.5,227.5,100,86,246,161,145,129,0
1166,2.25,7.5,25,183,126,106.5,610,420,355,36,8,214,144,76,177,0
1167,16256.25,637.5,25,16575,11475,9945,650,450,390,4,180,156,164,108,196,0
1168,16002.25,63.25,0.25,16824.5,11764.5,10246.5,66.5,46.5,40.5,25,81,21,201,109,161,1
1169,0,0,15625,0,0,0,16375,11375,9875,9,145,109,89,21,97,1
1170,16129,15303.5,14520.25,16764,10795,9525,15906,10242.5,9037.5,16,212,172,57,231,249,1
1171,14762.25,14701.5,14641,14458.5,9112.5,7776,14399,9075,7744,81,221,192,249,192,0,0
1172,13924,413,12.25,13452,8496,7080,399,252,210,196,16,184,64,224,16,1
1173,14400,1140,90.25,14520,10200,8280,1149.5,807.5,655.5,49,45,157,57,233,153,0
1174,0.25,1.5,9,63.5,48,38,381,288,228,1,160,180,0,128,144,0
1175,36,744,15376,720,570,438,14880,11780,9052,64,136,56,65,23,209,0
1176,20.25,560.25,15500.25,499.5,409.5,301.5,13819.5,11329.5,8341.5,33,117,13,89,209,137,1
1177,2.25,2.25,2.25,159,135,100.5,159,135,100.5,228,68,190,164,142,137,1
1178,20.25,555.75,15252.25,504,427.5,337.5,13832,11732.5,9262.5,0,144,208,65,213,249,1
1179,1,116,13456,97,80,64,11252,9280,7424,193,80,64,0,0,0,0
1180,15876,15687,15500.25,10962,8694,7434,10831.5,8590.5,7345.5,145,115,13,153,231,153,1
1181,16002.25,569.25,20.25,11638,8981.5,8349,414,319.5,297,16,132,184,177,78,4,0
1182,2.25,0.75,0.25,150,111,115.5,50,37,38.5,16,232,20,100,66,41,0
1183,25,617.5,15252.25,490,340,380,12103,8398,9386,132,8,24,16,48,144,0
1184,20.25,562.5,15625,423,279,337.5,11750,7750,9375,132,196,138,4,42,249,1
1185,20.25,2.25,0.25,423,270,333,47,30,37,132,8,44,16,88,100,1
1186,2.25,0.75,0.25,136.5,105,79.5,45.5,35,26.5,89,226,215,36,126,249,1
1187,1,127,16129,89,68,51,11303,8636,6477,241,164,187,16,140,41,0
1188,0.25,0.5,1,45,33.5,25.5,90,67,51,164,142,238,137,89,41,1
1189,16002.25,253,4,11638,8728.5,6704.5,184,138,106,16,204,12,153,73,249,0
1190,15625,187.5,2.25,11750,8875,7125,141,106.5,85.5,132,18,238,177,207,177,0
1191,15252.25,15622.75,16002.25,11979.5,8768.5,7163,12270.5,8981.5,7337,193,231,250,177,22,36,0
1192,15129,15313.5,15500.25,11439,8241,6642,11578.5,8341.5,6723,201,87,158,137,34,100,1
1193,14884,15372,15876,11102,7686,6222,11466,7938,6426,89,101,33,129,141,41,1
1194,14641,60.5,0.25,10890,7502,6050,45,31,25,164,204,148,4,28,196,1
1195,14520.25,301.25,6.25,11327,7712,6386.5,235,160,132.5,132,128,118,0,64,249,0
1196,14280.25,298.75,6.25,11591.5,8006.5,6692,242.5,167.5,140,193,99,56,137,168,64,1
1197,14161,119,1,11900,8092,6783,100,68,57,16,144,68,16,36,177,0
1198,14400,120,1,12000,8160,6840,100,68,57,16,144,68,16,36,177,0
1199,14884,366,9,12444,8540,7198,306,210,177,164,228,130,36,34,153,0
1200,15625,562.5,20.25,13375,9125,7875,481.5,328.5,283.5,185,131,85,209,247,129,1
1201,16129,698.5,30.25,14224,9906,8636,616,429,374,0,32,192,196,184,16,1
1202,16256.25,318.75,6.25,14152.5,11347.5,8670,277.5,222.5,170,33,151,124,241,164,16,1
1203,15876,16065,16256.25,13860,11088,8442,14025,11220,8542.5,68,208,202,64,8,137,0
1204,15625,250,4,13875,11000,8750,222,176,140,33,40,90,64,16,36,1
1205,15500.25,560.25,20.25,14317.5,11454,9213,517.5,414,333,169,84,62,16,152,100,0
1206,16129,508,16,15240,12319,10033,480,388,316,64,120,8,193,239,97,0
1207,9,1.5,0.25,366,297,249,61,49.5,41.5,36,46,142,73,25,233,0
1208,42.25,815.75,15750.25,780,630.5,526.5,15060,12173.5,10165.5,64,120,248,193,177,161,1
1209,64,980,15006.25,936,752,640,14332.5,11515,9800,121,246,144,132,96,0,1
1210,56.25,926.25,15252.25,817.5,645,540,13461.5,10621,8892,105,158,168,228,48,64,1
1211,90.25,1211.25,16256.25,1035.5,807.5,693.5,13897.5,10837.5,9307.5,105,49,21,57,61,209,0
1212,156.25,1587.5,16129,1362.5,1062.5,912.5,13843,10795,9271,105,49,21,57,61,209,1
1213,225,1867.5,15500.25,1590,1230,1080,13197,10209,8964,228,244,208,68,16,64,0
1214,225,1867.5,15500.25,1515,1155,1005,12574.5,9586.5,8341.5,217,97,111,41,39,137,0
1215,156.25,6.25,0.25,1250,937.5,850,50,37.5,34,16,76,144,249,236,16,0
1216,110.25,31.5,9,1081.5,819,745.5,309,234,213,113,98,145,196,162,177,1
1217,72.25,1066.75,15750.25,901,688.5,629,13303,10165.5,9287,228,138,164,161,106,100,1
1218,81,1147.5,16256.25,981,630,495,13897.5,8925,7012.5,105,206,107,36,10,209,1
1219,72.25,51,36,969,654.5,518.5,684,462,366,196,74,42,41,89,137,0
1220,64,36,20.25,952,664,536,535.5,373.5,301.5,81,149,37,233,185,137,1
1221,64,0,0,952,704,560,0,0,0,81,232,138,64,16,36,0
1222,25,622.5,15500.25,565,430,335,14068.5,10707,8341.5,225,246,147,228,130,137,0
1223,9,373.5,15500.25,318,252,189,13197,10458,7843.5,228,200,22,144,172,129,0
1224,2.25,188.25,15750.25,150,123,90,12550,10291,7530,16,8,112,68,56,16,1
1225,0.25,1.5,9,48.5,41,29.5,291,246,177,193,18,91,68,230,153,1
1226,4,0,0,208,178,132,0,0,0,64,40,208,241,242,4,1
1227,1,124,15376,95,83,59,11780,10292,7316,65,205,229,233,33,153,0
1228,16129,381,9,12192,10287,7366,288,243,174,0,96,192,161,90,36,1
1229,15625,562.5,20.25,12875,11000,8125,463.5,396,292.5,113,104,39,64,88,129,0
1230,14884,15311,15750.25,12810,10858,8052,13177.5,11169.5,8283,17,129,18,241,242,4,0
1231,14280.25,14579,14884,11950,9799,7170,12200,10004,7320,16,8,112,68,56,16,0
1232,14884,15433,16002.25,11834,9272,6710,12270.5,9614,6957.5,193,204,215,144,84,209,1
1233,15376,186,2.25,12276,9672,7068,148.5,117,85.5,73,42,11,196,94,177,1
1234,6.25,3.75,2.25,275,180,152.5,165,108,91.5,68,240,54,64,40,137,1
1235,9,6,4,339,225,186,226,150,124,225,27,94,249,42,4,0
1236,16,4,1,452,308,252,113,77,63,225,253,207,41,243,129,1
1237,12.25,14,16,395.5,273,206.5,452,312,236,225,110,11,196,250,153,0
1238,4,15,56.25,242,172,132,907.5,645,495,49,166,50,228,44,4,0
1239,6.25,2.5,1,317.5,237.5,180,127,95,72,1,33,184,65,184,64,0
1240,20.25,542.25,14520.25,549,405,301.5,14701,10845,8073.5,36,228,238,164,142,137,1
1241,49,850.5,14762.25,770,560,392,13365,9720,6804,68,96,16,0,128,64,1
1242,182.25,1701,15876,1444.5,1039.5,715.5,13482,9702,6678,185,47,39,41,241,249,1
1243,121,5.5,0.25,1155,847,605,52.5,38.5,27.5,17,149,143,41,139,209,0
1244,36,15,6.25,642,468,360,267.5,195,150,185,154,20,196,72,16,1
1245,1,4.5,20.25,109,81,67,490.5,364.5,301.5,105,125,135,161,51,137,0
1246,15625,750,36,14250,10750,9375,684,516,450,196,76,102,228,50,249,0
1247,14884,671,30.25,14518,11224,10370,654.5,506,467.5,81,196,131,16,140,57,0
1248,14520.25,602.5,25,15062.5,11688.5,11206.5,625,485,465,9,93,105,193,61,201,1
1249,14400,780,42.25,15480,12120,11760,838.5,656.5,637,1,229,98,217,170,132,1
1250,0,0,4,0,0,0,290,214,196,33,155,130,185,246,132,1
1251,16129,15684.5,15252.25,17907,13081,11938,17413.5,12720.5,11609,169,187,198,113,210,132,0
1252,15750.25,15624.75,15500.25,17068,12299,11169.5,16932,12201,11080.5,64,16,72,132,18,241,1
1253,15500.25,62.25,0.25,16683,11952,10831.5,67,48,43.5,36,64,138,0,160,145,0
1254,15500.25,684.75,30.25,17056.5,12325.5,11205,753.5,544.5,495,81,251,42,73,206,164,0
1255,15876,1071,72.25,18270,13482,12348,1232.5,909.5,833,33,155,130,185,246,132,0
1256,0,0,64,0,0,0,1232,928,856,164,200,94,144,124,185,1
1257,1,4,16,161,123,114,644,492,456,65,91,178,25,198,196,1
1258,9,0,0,486,372,345,0,0,0,132,120,198,16,180,169,1
1259,25,617.5,15252.25,805,615,570,19883.5,15190.5,14079,65,91,178,25,198,196,0
1260,36,702,13689,918,690,636,17901,13455,12402,113,187,90,169,158,228,1
1261,30.25,643.5,13689,764.5,555.5,506,16263,11817,10764,121,215,244,217,76,16,0
1262,9,364.5,14762.25,393,279,252,15916.5,11299.5,10206,9,151,252,201,132,144,0
1263,2.25,180,14400,189,132,118.5,15120,10560,9480,4,80,226,64,40,97,0
1264,0.25,58,13456,57.5,38.5,34,13340,8932,7888,169,151,140,41,116,16,1
1265,2.25,186.75,15500.25,153,96,82.5,12699,7968,6847.5,164,128,234,0,192,209,1
1266,0.25,5.25,110.25,52.5,36,28.5,1102.5,756,598.5,17,136,97,64,8,177,1
1267,16256.25,1848.75,210.25,15555,10965,9180,1769,1247,1044,36,252,80,228,48,64,0
1268,15750.25,1129.5,81,17068,12550,10793,1224,900,774,64,32,176,16,152,228,1
1269,15500.25,498,16,17430,12948,11205,560,416,360,144,224,56,64,144,164,0
1270,15129,676.5,30.25,17835,13407,11439,797.5,599.5,511.5,33,189,173,105,153,201,0
1271,15625,437.5,12.25,19000,14375,12375,532,402.5,346.5,64,72,200,169,121,73,0
1272,16129,15875,15625,19304,14605,12319,19000,14375,12125,64,72,152,169,147,193,0
1273,16256.25,318.75,6.25,18870,13897.5,11730,370,272.5,230,144,4,48,105,44,16,1
1274,16129,254,4,20320,15113,12827,320,238,202,0,96,32,81,243,217,1
1275,16256.25,15555,14884,19507.5,14280,11985,18666,13664,11468,113,240,46,0,32,132,0
1276,15876,15813,15750.25,18900,13482,11088,18825,13428.5,11044,228,178,144,185,200,64,1
1277,15500.25,15687,15876,18675,13321.5,10956,18900,13482,11088,228,178,144,185,200,64,0
1278,15376,15376,15376,17980,12772,10044,17980,12772,10044,33,87,225,113,151,161,0
1279,15376,124,1,17732,12152,9548,143,98,77,225,190,3,132,122,41,0
1280,15500.25,1058.25,72.25,18550.5,12948,10333.5,1266.5,884,705.5,185,136,79,64,184,233,1
1281,15376,496,16,19840,14260,11656,640,460,376,0,224,192,169,58,132,1
1282,14884,15433,16002.25,18666,13664,12932,19354.5,14168,13409,113,240,90,0,96,228,1
1283,15252.25,123.5,1,18895.5,13832,13091,153,112,106,113,240,90,0,96,228,0
1284,16002.25,189.75,2.25,19607.5,14421,13662,232.5,171,162,217,6,100,196,24,144,1
1285,1,0.5,0.25,156,115,109,78,57.5,54.5,16,20,108,169,247,105,0
1286,2.25,187.5,15625,232.5,172.5,160.5,19375,14375,13375,217,161,201,169,17,185,0
1287,0,0,14161,0,0,0,17731,12971,12019,185,113,201,105,1,217,0
1288,15750.25,14809,13924,17319,12299,11044,16284,11564,10384,100,212,112,132,176,64,1
1289,15500.25,15002.25,14520.25,16185,11205,9960,15665,10845,9640,4,180,160,164,32,0,1
1290,15376,14756,14161,15252,10292,8804,14637,9877,8449,25,225,29,233,5,177,1
1291,14520.25,14580.5,14641,13496,8676,7230,13552,8712,7260,0,128,64,64,224,16,0
1292,13806.25,293.75,6.25,12807.5,8225,6462.5,272.5,175,137.5,105,206,107,36,10,209,1
1293,14400,900,56.25,14040,9360,7560,877.5,585,472.5,121,166,203,196,50,129,0
1294,15750.25,313.75,6.25,15562,10667.5,8534,310,212.5,170,16,44,240,57,148,16,0
1295,1,126.5,16002.25,122,83,66,15433,10499.5,8349,36,142,116,233,102,4,0
1296,0.25,0.25,0.25,60.5,41,32.5,60.5,41,32.5,49,194,185,68,210,129,1
1297,15750.25,188.25,2.25,15436.5,10542,8408.5,184.5,126,100.5,25,92,49,144,252,137,1
1298,2.25,186,15376,181.5,130.5,90,15004,10788,7440,49,31,92,145,100,16,1
1299,1,121.5,14762.25,112,78,53,13608,9477,6439.5,0,32,48,196,38,249,0
1300,0,0,9,0,0,0,327,222,156,105,130,36,100,8,144,1
1301,16256.25,1083.75,72.25,15045,10582.5,8032.5,1003,705.5,535.5,100,66,10,233,109,129,0
1302,9,15,25,378,270,222,630,450,370,4,76,108,164,4,100,0
1303,36,9,2.25,768,552,468,192,138,117,0,0,0,16,8,196,0
1304,1,1,1,128,92,80,128,92,80,0,0,0,16,192,0,1
1305,14762.25,243,4,15795,11299.5,10206,260,186,168,4,58,168,201,132,144,1
1306,30.25,695.75,16002.25,726,522.5,473,16698,12017.5,10879,16,252,88,65,234,228,1
1307,0.25,60,14400,63.5,45.5,39.5,15240,10920,9480,1,37,49,89,21,97,0
1308,15376,14694,14042.25,14384,9920,8184,13746,9480,7821,144,64,232,0,160,4,1
1309,14762.25,15430.5,16129,13243.5,8869.5,6925.5,13843,9271,7239,105,21,69,209,65,177,0
1310,15129,799.5,42.25,14022,9717,7257,741,513.5,383.5,196,46,70,97,53,153,0
1311,15625,250,4,15250,10875,8125,244,174,130,36,118,250,145,23,129,0
1312,15625,15125,14641,14750,10500,7375,14278,10164,7139,100,184,50,144,92,153,1
1313,15376,14508,13689,13268,9052,5704,12519,8541,5382,185,131,58,209,30,68,1
1314,14400,13500,12656.25,11640,7320,4440,10912.5,6862.5,4162.5,193,29,5,137,209,89,1
1315,14042.25,14160.75,14280.25,9124.5,4858.5,2014.5,9201.5,4899.5,2031.5,41,85,29,145,185,33,0
1316,13456,812,49,9280,5220,2668,560,315,161,0,16,48,233,11,17,1
1317,13340.25,404.25,12.25,10164,6468,4042.5,308,196,122.5,64,64,8,64,168,201,0
1318,13689,175.5,2.25,9594,6318,3861,123,81,49.5,68,76,146,100,246,65,0
1319,14641,1331,121,10769,7260,5082,979,660,462,241,220,154,16,216,228,0
1320,15876,882,49,12852,9450,7308,714,525,406,164,226,28,249,254,36,1
1321,1,5,25,101,74,57,505,370,285,217,50,125,100,122,177,1
1322,15500.25,747,36,14068.5,10707,8341.5,678,516,402,225,246,147,228,130,137,1
1323,15625,187.5,2.25,14625,10750,8250,175.5,129,99,121,78,42,228,44,4,0
1324,15876,315,6.25,14994,10962,8316,297.5,217.5,165,81,113,174,145,110,4,1
1325,15750.25,376.5,9,15687.5,11169.5,8157.5,375,267,195,9,117,189,241,153,129,0
1326,15750.25,502,16,16566,11546,8283,528,368,264,16,112,8,16,184,4,0
1327,16002.25,569.25,20.25,17710,12144,8475.5,630,432,301.5,144,128,164,0,32,137,0
1328,2.25,4.5,9,217.5,150,103.5,435,300,207,33,164,21,16,244,153,1
1329,12.25,10.5,9,518,357,241.5,444,306,207,144,248,228,164,126,153,1
1330,15750.25,439.25,12.25,18574,13428.5,9663.5,518,374.5,269.5,144,220,132,185,47,41,1
1331,15376,310,6.25,18600,13516,10044,375,272.5,202.5,228,222,118,105,125,161,0
1332,14884,0,0,18544,13542,10126,0,0,0,64,232,72,33,253,233,1
1333,14520.25,15122.75,15750.25,18075,13134.5,9760.5,18825,13679.5,10165.5,228,222,118,105,125,161,0
1334,14400,15060,15750.25,17520,12840,9360,18323,13428.5,9789,68,6,124,185,154,196,0
1335,14641,15427.5,16256.25,17545,12705,9559,18487.5,13387.5,10072.5,33,121,191,17,103,97,0
1336,15006.25,245,4,17640,13107.5,9800,288,214,160,0,48,0,185,112,0,1
1337,15252.25,123.5,1,18031,13461.5,10250.5,146,109,83,68,42,86,105,87,233,1
1338,15876,63,0.25,18144,13608,10584,72,54,42,0,192,64,144,112,144,1
1339,16256.25,127.5,1,18615,14025,10965,146,110,86,68,188,12,68,244,228,0
1340,4,251,15750.25,292,222,178,18323,13930.5,11169.5,68,78,194,33,151,241,1
1341,12.25,427,14884,493.5,371,294,17202,12932,10248,169,98,68,228,200,144,0
1342,12.25,425.25,14762.25,462,350,269.5,16038,12150,9355.5,16,144,180,16,20,41,0
1343,6.25,307.5,15129,312.5,232.5,180,15375,11439,8856,9,105,40,201,40,64,0
1344,2.25,188.25,15750.25,181.5,133.5,102,15185.5,11169.5,8534,49,17,36,241,164,16,1
1345,0,0,2.25,0,0,0,180,132,100.5,64,64,104,64,8,137,1
1346,30.25,22,16,693,489.5,440,504,356,320,4,206,96,241,208,0,1
1347,16,20,25,520,372,336,650,465,420,4,58,168,201,132,144,0
1348,4,12,36,272,200,176,816,600,528,64,32,192,16,96,64,1
1349,0,0,20.25,0,0,0,639,477,414,196,204,8,228,24,16,0
1350,16256.25,255,4,18615,14025,11985,292,220,188,68,188,156,68,100,132,0
1351,16129,63.5,0.25,18669,14097,12065,73.5,55.5,47.5,105,189,141,33,49,65,0
1352,16129,16129,16129,18542,14097,11684,18542,14097,11684,68,78,120,33,228,16,1
1353,16129,15113,14161,18288,13843,11430,17136,12971,10710,0,80,160,105,82,164,1
1354,16002.25,14737.25,13572.25,16318.5,11764.5,9740.5,15028.5,10834.5,8970.5,1,221,205,201,249,41,1
1355,16129,15176.5,14280.25,15367,10795,9271,14459.5,10157.5,8723.5,49,45,129,57,61,209,0
1356,1,121,14641,111,74,65,13431,8954,7865,33,22,47,100,202,129,1
1357,2.25,189.75,16002.25,160.5,103.5,99,13535.5,8728.5,8349,185,215,150,153,202,4,0
1358,1,4,16,109,70,71,436,280,284,105,206,59,36,106,177,0
1359,2.25,8.25,30.25,172.5,114,121.5,632.5,418,445.5,169,36,99,144,12,161,0
1360,9,10.5,12.25,360,240,264,420,280,308,64,128,64,0,128,64,1
1361,25,20,16,615,415,460,492,332,368,25,225,52,233,212,16,1
1362,12.25,7,4,451.5,318.5,252,258,182,144,1,219,72,89,152,64,1
1363,20.25,0,0,576,405,319.5,0,0,0,0,0,128,164,246,177,0
1364,20.25,9,4,580.5,409.5,324,258,182,144,1,219,72,89,152,64,1
1365,30.25,16.5,9,720.5,517,418,393,282,228,9,26,228,132,232,144,0
1366,36,6,1,798,588,474,133,98,79,25,234,11,132,62,97,0
1367,30.25,690.25,15750.25,720.5,539,445.5,16440.5,12299,10165.5,9,38,115,132,2,161,0
1368,25,622.5,15500.25,620,475,385,15438,11827.5,9586.5,16,4,76,65,147,41,1
1369,20.25,4.5,1,535.5,414,337.5,119,92,75,81,196,221,16,244,249,1
1370,2.25,2.25,2.25,186,147,121.5,186,147,121.5,16,120,60,132,2,161,1
1371,6.25,308.75,15252.25,295,242.5,200,14573,11979.5,9880,100,182,224,193,80,0,0
1372,25,615,15129,550,455,370,13530,11193,9102,68,26,204,89,78,100,1
1373,49,864.5,15252.25,735,616,504,12967.5,10868,8892,17,24,136,64,192,64,0
1374,90.25,1149.5,14641,940.5,788.5,636.5,11979,10043,8107,73,25,233,233,185,137,0
1375,132.25,1374.25,14280.25,1023.5,874,678.5,10635.5,9082,7050.5,241,108,131,144,132,153,0
1376,182.25,1606.5,14161,1066.5,891,675,9401,7854,5950,97,94,110,4,228,196,1
1377,225,1905,16129,1050,870,630,8890,7366,5334,36,220,124,36,132,228,1
1378,72.25,1066.75,15750.25,654.5,535.5,459,9663.5,7906.5,6777,41,243,62,129,74,100,1
1379,25,625,15625,325,255,210,8125,6375,5250,129,243,170,41,94,228,0
1380,9,12,16,222,171,141,296,228,188,100,122,150,177,119,161,1
1381,0.25,59.25,14042.25,37.5,29.5,22,8887.5,6991.5,5214,249,73,228,153,36,144,0
1382,4,233,13572.25,110,76,44,6407.5,4427,2563,209,42,186,164,68,228,0
1383,9,22.5,56.25,162,108,48,405,270,120,100,152,96,16,64,0,0
1384,9,36,144,216,162,96,864,648,384,64,48,0,100,192,0,1
1385,12.25,42,144,283.5,210,136.5,972,720,468,161,252,87,16,36,241,1
1386,16256.25,956.25,56.25,12495,9690,7012.5,735,570,412.5,132,24,14,144,84,209,1
1387,0,0,1,0,0,0,98,73,53,132,242,74,209,29,249,0
1388,0.25,2.75,30.25,51.5,38.5,30,566.5,423.5,330,113,251,36,41,12,16,1
1389,16256.25,318.75,6.25,14025,10455,8925,275,205,175,68,60,20,68,108,36,0
1390,16256.25,15810,15376,14025,10200,8925,13640,9920,8680,68,96,20,0,224,36,0
1391,0.25,62.75,15750.25,52,36.5,34,13052,9161.5,8534,64,168,160,209,100,16,0
1392,0,0,20.25,0,0,0,481.5,328.5,319.5,185,131,173,209,63,177,1
1393,0,0,20.25,0,0,0,517.5,364.5,355.5,169,99,125,161,255,97,1
1394,0.25,63,15876,57,41.5,40,14364,10458,10080,196,246,160,233,240,0,1
1395,1,121,14641,109,78,75,13189,9438,9075,105,54,239,196,218,249,0
1396,1,118.5,14042.25,100,69,64,11850,8176.5,7584,16,244,0,153,64,0,1
1397,16129,15176.5,14280.25,11303,7620,6858,10635.5,7170,6453,241,220,198,16,168,100,0
1398,15625,15312.5,15006.25,10250,6625,5875,10045,6492.5,5757.5,68,250,14,249,187,161,0
1399,15750.25,15750.25,15750.25,9538,6149.5,5271,9538,6149.5,5271,144,140,120,97,10,228,0
1400,16256.25,16256.25,16256.25,9562.5,6120,5227.5,9562.5,6120,5227.5,249,16,3,0,176,145,1
1401,4,7,12.25,146,98,78,255.5,171.5,136.5,209,249,31,97,119,241,1
1402,4,254,16129,160,112,92,10160,7112,5842,0,128,96,64,16,68,1
1403,4,1,0.25,140,96,74,35,24,18.5,36,32,30,0,240,89,0
1404,2.25,13.5,81,120,87,70.5,720,522,423,0,32,176,36,166,161,1
1405,1,0.5,0.25,86,67,53,43,33.5,26.5,228,130,206,137,223,249,0
1406,0.25,63.25,16002.25,39.5,30,23,9993.5,7590,5819,97,132,50,16,200,68,0
1407,0,0,9,0,0,0,249,192,150,233,192,54,0,128,196,0
1408,0,0,14762.25,0,0,0,10327.5,8140.5,6439.5,57,63,153,137,223,249,1
1409,0,0,14400,0,0,0,8400,6240,4560,36,56,100,144,184,164,1
1410,0,0,2.25,0,0,0,97.5,79.5,58.5,129,117,231,249,19,241,1
1411,16,8,4,276,228,172,138,114,86,153,93,151,177,147,57,0
1412,56.25,933.75,15500.25,525,420,322.5,8715,6972,5353.5,36,80,194,64,104,57,1
1413,42.25,786.5,14641,409.5,318.5,234,7623,5929,4356,129,15,220,97,228,16,0
1414,12.25,434,15376,199.5,143.5,98,7068,5084,3472,177,33,60,145,124,16,0
1415,16002.25,506,16,7084,5060,3415.5,224,160,108,64,192,232,64,56,217,0
1416,15625,1062.5,72.25,8250,6000,4500,561,408,306,4,96,72,0,192,16,1
1417,15750.25,376.5,9,9538,7028,5647.5,228,168,135,144,160,92,64,216,233,1
1418,15625,62.5,0.25,9375,6625,5250,37.5,26.5,21,249,135,78,249,178,228,1
1419,16002.25,316.25,6.25,9867,7084,5692.5,195,140,112.5,196,16,182,64,216,233,0
1420,0,0,1,0,0,0,81,57,47,161,9,223,177,119,161,1
1421,0,0,0,0,0,0,0,0,0,233,40,61,64,72,161,0
1422,0.25,0,0,41.5,28,23.5,0,0,0,233,40,61,64,72,161,0
1423,2.25,3.75,6.25,127.5,84,72,212.5,140,120,57,152,240,64,128,0,0
1424,12.25,15.75,20.25,315,213.5,185.5,405,274.5,238.5,164,114,162,137,161,249,1
1425,36,24,16,564,390,342,376,260,228,132,222,238,129,121,177,1
1426,9,381,16129,276,222,156,11684,9398,6604,16,152,176,100,8,144,1
1427,16256.25,15937.5,15625,10965,8670,5865,10750,8500,5750,228,216,116,16,56,68,0
1428,15376,620,25,10664,8432,5704,430,340,230,228,216,116,16,56,68,1
1429,15252.25,802.75,42.25,11732.5,9509.5,7039.5,617.5,500.5,370.5,65,147,39,41,37,177,0
1430,15876,16002,16129,12348,10080,7560,12446,10160,7620,132,160,248,0,192,16,0
1431,16256.25,15746.25,15252.25,11857.5,9562.5,7012.5,11485.5,9262.5,6792.5,201,63,251,249,29,209,0
1432,16129,16192.5,16256.25,11430,9017,6858,11475,9052.5,6885,164,246,252,177,250,100,1
1433,15876,16065,16256.25,11718,9324,7182,11857.5,9435,7267.5,201,226,181,100,122,177,1
1434,14641,605,25,10769,8470,6655,445,350,275,241,86,31,36,10,209,1
1435,30.25,24.75,20.25,561,456.5,379.5,459,373.5,310.5,164,18,126,233,95,153,0
1436,42.25,780,14400,630.5,507,416,11640,9360,7680,193,142,64,196,128,0,1
1437,14762.25,425.25,12.25,10570.5,8140.5,6804,304.5,234.5,196,145,197,8,137,168,64,0
1438,14641,2178,324,12705,10285,8954,1890,1530,1332,17,221,90,57,146,100,0
1439,121,1292.5,13806.25,1353,1133,1012,14452.5,12102.5,10810,25,125,52,113,4,16,0
1440,576,1848,5929,2016,1536,1272,6468,4928,4081,144,0,100,0,64,249,1
1441,400,1920,9216,400,0,0,1920,0,0,144,0,0,0,0,0,1
1442,15625,31875,65025,1750,0,0,3570,0,0,196,0,0,0,0,0,1
1443,30.25,1375,62500,423.5,264,165,19250,12000,7500,41,112,6,0,160,132,0
1444,42.25,48.75,56.25,448.5,273,162.5,517.5,315,187.5,153,82,189,228,26,113,1
1445,16,72,324,356,252,192,1602,1134,864,241,231,176,129,208,0,0
1446,16256.25,15555,14884,12877.5,10072.5,8415,12322,9638,8052,217,43,10,97,94,4,0
1447,16256.25,13132.5,10609,9052.5,6757.5,5227.5,7313,5459,4223,177,179,95,249,125,145,0
1448,20.25,528.75,13806.25,211.5,135,99,5522.5,3525,2585,161,130,10,132,148,228,1
1449,49,17.5,6.25,322,231,189,115,82.5,67.5,68,238,218,65,123,217,1
1450,30.25,19.25,12.25,264,203.5,181.5,168,129.5,115.5,0,240,48,89,197,65,1
1451,9,6,4,153,123,117,102,82,78,41,43,197,145,63,241,0
1452,36,765,16256.25,306,246,234,6502.5,5227.5,4972.5,41,43,197,145,63,241,1
1453,90.25,1201.75,16002.25,484.5,380,342,6451.5,5060,4554,41,248,44,64,160,16,0
1454,144,1512,15876,600,444,372,6300,4662,3906,196,58,14,89,123,193,0
1455,132.25,5.75,0.25,575,402.5,322,25,17.5,14,196,214,120,201,212,16,0
1456,72.25,42.5,25,459,314.5,246.5,270,185,145,100,206,30,89,49,73,1
1457,16,24,36,248,176,136,372,264,204,4,168,60,144,216,132,1
1458,1,126.5,16002.25,67,49,39,8475.5,6198.5,4933.5,137,211,53,97,119,241,1
1459,36,765,16256.25,354,258,162,7522.5,5482.5,3442.5,153,233,57,57,137,217,0
1460,30.25,27.5,25,363,275,187,330,250,170,4,228,196,196,164,132,1
1461,36,12,4,414,318,222,138,106,74,153,73,249,249,169,89,0
