,Ixx,Ixy,Iyy,Ixr,Ixg,Ixb,Iyr,Iyg,Iyb,Irr,Irg,Irb,Igg,Igb,Ibb,Target
1946,56.25,52.5,49,262.5,397.5,0,245,371,0,201,63,0,249,0,0,1
1947,144,114,90.25,636,876,168,503.5,693.5,133,249,29,230,209,254,196,1
1948,72.25,1079.5,16129,459,612,170,6858,9144,2540,100,48,56,64,160,144,1
1949,6.25,310,15376,125,175,52.5,6200,8680,2604,196,172,26,36,190,185,1
1950,15006.25,14700,14400,5390,7717.5,2205,5280,7560,2160,144,212,24,129,110,68,1
1951,13689,13806,13924,3744,6201,1404,3776,6254,1416,0,160,128,249,124,144,1
1952,13924,14219,14520.25,2596,5074,472,2651,5181.5,482,228,178,88,57,172,16,1
1953,14641,15185.5,15750.25,1936,4598,0,2008,4769,0,0,96,0,164,0,0,1
1954,15129,123,1,1968,4674,246,16,38,2,0,96,32,164,76,4,1
1955,15625,15562.5,15500.25,2375,5000,875,2365.5,4980,871.5,105,248,133,64,24,49,1
1956,15252.25,15314,15376,2223,2964,1235,2232,2976,1240,68,176,180,64,240,100,1
1957,15625,187.5,2.25,2375,3125,1375,28.5,37.5,16.5,105,219,209,113,19,121,1
1958,0,0,4,0,0,0,42,54,26,185,55,17,217,95,169,1
1959,1,2,4,21,30,13,42,60,26,185,118,17,132,134,169,1
1960,0,0,1,0,0,0,23,32,15,17,224,89,0,224,225,1
1961,15876,126,1,2772,4158,2016,22,33,16,228,214,96,65,16,0,1
1962,15129,61.5,0.25,2829,4305,1845,11.5,17.5,7.5,17,37,89,201,13,225,1
1963,14400,360,9,2640,4200,1800,66,105,45,228,2,74,201,13,225,1
1964,15625,0,0,3500,5250,2375,0,0,0,16,152,20,228,30,105,1
1965,15750.25,15373.75,15006.25,2510,4518,1255,2450,4410,1225,144,208,200,16,104,100,1
1966,16129,0,0,2032,4064,762,0,0,0,0,0,96,0,192,36,1
1967,1,7.5,56.25,19,37,11,142.5,277.5,82.5,105,191,209,89,151,121,1
1968,9,22.5,56.25,87,144,60,217.5,360,150,73,112,68,0,192,144,1
1969,20.25,564.75,15750.25,148.5,234,108,4141.5,6526,3012,65,180,24,144,224,64,1
1970,30.25,654.5,14161,132,242,88,2856,5236,1904,64,32,128,144,192,0,1
1971,42.25,828.75,16256.25,91,227.5,26,1785,4462.5,510,196,234,56,201,140,16,1
1972,13225,632.5,30.25,2185,5060,1725,104.5,242,82.5,105,68,29,144,148,225,1
1973,15750.25,251,4,2761,5898.5,2259,44,94,36,228,10,140,161,78,68,1
1974,64,1012,16002.25,184,384,152,2909.5,6072,2403.5,17,80,181,0,144,105,1
1975,100,1220,14884,190,440,150,2318,5368,1830,105,68,29,144,148,225,1
1976,12.25,428.75,15006.25,45.5,126,28,1592.5,4410,980,169,212,104,16,32,64,1
1977,16002.25,0,0,1265,4174.5,632.5,0,0,0,100,74,50,65,165,25,1
1978,16256.25,510,16,1912.5,4462.5,892.5,60,140,28,225,13,105,201,245,49,1
1979,12.25,14,16,70,140,42,80,160,48,144,32,240,64,224,144,1
1980,25,635,16129,115,210,70,2921,5334,1778,17,198,66,228,76,196,1
1981,2.25,189,15876,27,55.5,13.5,2268,4662,1134,68,154,162,89,77,81,1
1982,15376,434,12.25,2604,4588,1240,73.5,129.5,35,185,9,210,89,114,100,1
1983,15252.25,432.25,12.25,3334.5,5310.5,1976,94.5,150.5,56,217,137,176,57,176,0,1
1984,6.25,316.25,16002.25,75,110,45,3795,5566,2277,132,40,28,144,24,68,1
1985,64,996,15500.25,208,320,112,3237,4980,1743,164,16,108,64,48,196,1
1986,16,506,16002.25,92,148,44,2909.5,4680.5,1391.5,17,83,253,89,151,121,1
1987,14884,305,6.25,2806,4514,1342,57.5,92.5,27.5,17,83,253,89,151,121,1
1988,0.25,0,0,14.5,21,7,0,0,0,73,194,150,228,76,196,1
1989,14520.25,421.75,12.25,2892,4458.5,843.5,84,129.5,24.5,64,120,168,89,3,49,1
1990,14641,484,16,4235,5929,1936,140,196,64,201,179,48,97,16,0,1
1991,90.25,1192.25,15750.25,294.5,446.5,95,3890.5,5898.5,1255,193,177,54,161,214,100,1
1992,169,273,441,377,598,52,609,966,84,73,54,116,68,184,16,1
1993,14161,3867.5,1056.25,8449,10710,5355,2307.5,2925,1462.5,177,246,123,164,210,233,1
1994,13689,14215.5,14762.25,10764,13338,7605,11178,13851,7897.5,16,248,92,196,242,129,1
1995,256,1632,10404,896,1280,448,5712,8160,2856,64,128,32,0,192,16,1
1996,14641,14036,13456,4477,7744,1089,4292,7424,1044,89,64,77,0,64,81,1
1997,12.25,434,15376,101.5,203,7,3596,7192,248,73,146,58,36,116,4,1
1998,100,30,9,270,570,30,81,171,9,217,3,81,177,171,9,1
1999,56.25,41.25,30.25,232.5,480,82.5,170.5,352,60.5,193,192,85,0,192,121,1
2000,81,18,4,324,612,162,72,136,36,16,144,136,16,200,68,1
2001,132.25,5.75,0.25,391,782,207,17,34,9,132,8,100,16,200,68,1
2002,42.25,16.25,6.25,234,448.5,143,90,172.5,55,16,180,24,153,238,228,1
2003,15129,15559.5,16002.25,4920,8979,3198,5060,9234.5,3289,64,104,16,209,106,164,1
2004,14280.25,14937.5,15625,3465.5,8126,2509.5,3625,8500,2625,73,180,97,16,148,185,1
2005,15252.25,15684.5,16129,3705,8521.5,2717,3810,8763,2794,132,22,148,153,238,228,1
2006,0.25,62.75,15750.25,12,34,7.5,3012,8534,1882.5,64,96,104,16,252,225,1
2007,9,7.5,6.25,60,201,36,50,167.5,30,144,60,240,137,36,144,1
2008,2.25,10.5,49,36,114,21,168,532,98,64,32,80,144,40,196,1
2009,0.25,0.5,1,15,42.5,9,30,85,18,132,246,28,57,250,68,1
2010,16256.25,15300,14400,3060,10327.5,1275,2880,9720,1200,64,152,240,161,42,100,1
2011,16256.25,16256.25,16256.25,1402.5,9052.5,0,1402.5,9052.5,0,121,13,0,177,0,0,1
2012,16256.25,637.5,25,2677.5,10455,637.5,105,410,25,185,186,105,68,154,25,1
2013,16256.25,0,0,2677.5,10455,637.5,0,0,0,185,186,105,68,154,25,1
2014,0,0,0,0,0,0,0,0,0,17,71,115,161,149,25,1
2015,0,0,0.25,0,0,0,12,40,3.5,64,128,168,0,48,49,1
2016,0,0,0.25,0,0,0,13.5,39.5,3.5,217,85,189,97,41,49,1
2017,0,0,16256.25,0,0,0,3570,9945,1147.5,16,136,252,196,190,81,1
2018,0.25,63.75,16256.25,15,38,5.5,3825,9690,1402.5,132,232,74,144,68,121,1
2019,0.25,0,0,15,38,5.5,0,0,0,132,232,74,144,68,121,1
2020,0,0,0,0,0,0,0,0,0,164,236,56,196,168,144,1
2021,0,0,0,0,0,0,0,0,0,164,236,56,196,168,144,1
2022,0,0,0,0,0,0,0,0,0,164,236,56,196,168,144,1
2023,0,0,0,0,0,0,0,0,0,164,236,56,196,168,144,1
2024,0,0,0,0,0,0,0,0,0,164,236,56,196,168,144,1
2025,0,0,0,0,0,0,0,0,0,164,236,56,196,168,144,1
2026,0,0,0,0,0,0,0,0,0,164,236,56,196,168,144,1
2027,0,0,0,0,0,0,0,0,0,164,236,56,196,168,144,1
2028,0,0,0,0,0,0,0,0,0,164,236,56,196,168,144,1
2029,0,0,0,0,0,0,0,0,0,164,236,56,196,168,144,1
2030,0,0,0,0,0,0,0,0,0,164,236,56,196,168,144,1
2031,0,0,0,0,0,0,0,0,0,164,236,56,196,168,144,1
2032,0,0,0,0,0,0,0,0,0,164,236,56,196,168,144,1
2033,0,0,0,0,0,0,0,0,0,164,236,56,196,168,144,1
2034,0,0,0,0,0,0,0,0,0,164,236,56,196,168,144,1
2035,0,0,0.25,0,0,0,13,39,6,164,236,56,196,168,144,1
2036,0,0,0.25,0,0,0,13,39.5,4.5,164,6,234,97,199,81,1
2037,0,0,0,0,0,0,0,0,0,164,6,234,97,199,81,1
2038,0,0,0,0,0,0,0,0,0,164,6,234,97,199,81,1
2039,0,0,0,0,0,0,0,0,0,164,6,234,97,199,81,1
2040,0,0,0,0,0,0,0,0,0,164,6,234,97,199,81,1
2041,0,0,0,0,0,0,0,0,0,164,6,234,97,199,81,1
2042,0,0,0,0,0,0,0,0,0,164,6,234,97,199,81,1
2043,0,0,0,0,0,0,0,0,0,164,6,234,97,199,81,1
2044,0,0,0,0,0,0,0,0,0,164,6,234,97,199,81,1
2045,0,0,0,0,0,0,0,0,0,164,6,234,97,199,81,1
2046,0,0,0,0,0,0,0,0,0,164,6,234,97,199,81,1
2047,0,0,0,0,0,0,0,0,0,164,6,234,97,199,81,1
2048,0,0,0,0,0,0,0,0,0,164,6,234,97,199,81,1
2049,0,0,0,0,0,0,0,0,0,164,6,234,97,199,81,1
2050,0,0,0,0,0,0,0,0,0,164,6,234,97,199,81,1
2051,0,0,0,0,0,0,0,0,0,164,6,234,97,199,81,1
2052,0,0,0,0,0,0,0,0,0,164,6,234,97,199,81,1
2053,0,0,0,0,0,0,0,0,0,164,6,234,97,199,81,1
2054,0,0,0,0,0,0,0,0,0,164,6,234,97,199,81,1
2055,0,0,0,0,0,0,0,0,0,164,6,234,97,199,81,1
2056,0,0,0,0,0,0,0,0,0,164,6,234,97,199,81,1
2057,0,0,0,0,0,0,0,0,0,164,6,234,97,199,81,1
2058,0,0,0,0,0,0,0,0,0,164,6,234,97,199,81,1
2059,0,0,0,0,0,0,0,0,0,164,6,234,97,199,81,1
2060,1,0,0,26,79,9,0,0,0,164,6,234,97,199,81,1
2061,1,0,0,26,79,9,0,0,0,164,6,234,97,199,81,1
2062,1,0,0,26,79,9,0,0,0,164,6,234,97,199,81,1
2063,1,0,0,26,79,9,0,0,0,164,6,234,97,199,81,1
2064,1,0,0,26,79,9,0,0,0,164,6,234,97,199,81,1
2065,1,0,0,26,79,9,0,0,0,164,6,234,97,199,81,1
2066,1,0,0,26,79,9,0,0,0,164,6,234,97,199,81,1
2067,1,127,16129,26,79,9,3302,10033,1143,164,6,234,97,199,81,1
2068,1,127,16129,24,77,7,3048,9779,889,64,56,168,41,27,49,1
2069,0.25,0.25,0.25,12,38.5,3.5,12,38.5,3.5,64,56,168,41,27,49,1
2070,1,1,1,25,78,8,25,78,8,113,158,200,196,112,64,1
2071,0.25,0.25,0.25,13,39.5,4.5,13,39.5,4.5,164,6,234,97,199,81,1
2072,1,0.5,0.25,26,79,9,13,39.5,4.5,164,6,234,97,199,81,1
2073,1,0.5,0.25,27,80,10,13.5,40,5,217,112,14,0,32,100,1
2074,0.25,0.25,0.25,13.5,40,5,13.5,40,5,217,112,14,0,32,100,1
2075,0.25,0,0,14,40.5,5.5,0,0,0,16,220,52,161,123,121,1
2076,0,0,16256.25,0,0,0,3442.5,10200,1275,217,112,14,0,32,100,1
2077,0,0,0,0,0,0,0,0,0,217,112,14,0,32,100,1
2078,0,0,0,0,0,0,0,0,0,217,112,14,0,32,100,1
2079,0,0,0,0,0,0,0,0,0,217,112,14,0,32,100,1
2080,0,0,0,0,0,0,0,0,0,217,112,14,0,32,100,1
2081,0,0,0,0,0,0,0,0,0,217,112,14,0,32,100,1
2082,0,0,0,0,0,0,0,0,0,217,112,14,0,32,100,1
2083,0,0,0,0,0,0,0,0,0,217,112,14,0,32,100,1
2084,0.25,0.25,0.25,13.5,39.5,8.5,13.5,39.5,8.5,217,85,203,97,63,33,1
2085,0,0,0,0,0,0,0,0,0,16,192,248,0,160,68,1
2086,0,0,0,0,0,0,0,0,0,73,243,208,97,240,0,1
2087,16256.25,63.75,0.25,3697.5,10200,1785,14.5,40,7,73,16,150,0,96,196,1
2088,16129,0,0,3937,10160,1905,0,0,0,193,176,209,0,176,225,1
2089,16002.25,63.25,0.25,4174.5,9993.5,1771,16.5,39.5,7,65,47,206,97,82,196,1
2090,16002.25,126.5,1,4427.5,10120,1644.5,35,80,13,201,240,199,0,16,169,1
2091,16002.25,0,0,4680.5,10120,1391.5,0,0,0,89,144,151,0,112,121,1
2092,15876,126,1,4662,9954,882,37,79,7,89,107,3,97,41,49,1
2093,15750.25,251,4,5396.5,10165.5,1004,86,162,16,57,155,88,161,136,64,1
2094,15876,189,2.25,5796,10332,1008,69,123,12,68,188,112,68,144,64,1
2095,15500.25,124.5,1,6100.5,10333.5,871.5,49,83,7,97,227,87,233,69,49,1
2096,15750.25,62.75,0.25,6149.5,10416.5,753,24.5,41.5,3,97,227,38,233,242,36,1
2097,15625,437.5,12.25,6500,10500,1000,182,294,28,144,16,160,144,160,64,1
2098,15376,558,20.25,7068,11160,1364,256.5,405,49.5,177,10,115,164,222,121,1
2099,15252.25,247,4,7657,11485.5,1852.5,124,186,30,4,134,162,201,115,225,1
2100,15625,250,4,7625,11875,1375,122,190,22,137,163,159,65,21,121,1
2101,15625,375,9,8250,12250,1625,198,294,39,4,68,90,132,250,169,1
2102,15625,250,4,8625,12625,2000,138,202,32,153,57,80,217,80,0,1
2103,15500.25,124.5,1,8964,12574.5,2116.5,72,101,17,64,104,200,217,181,33,1
2104,15500.25,62.25,0.25,9088.5,12574.5,2116.5,36.5,50.5,8.5,209,205,217,217,181,33,1
2105,15376,186,2.25,9176,12648,2108,111,153,25.5,100,124,234,164,198,33,1
2106,15500.25,373.5,9,9835.5,12948,2490,237,312,60,97,24,44,64,32,144,1
2107,15500.25,186.75,2.25,10458,13197,2614.5,126,159,31.5,144,200,228,228,178,185,1
2108,15500.25,249,4,10582.5,13072.5,2490,170,210,40,57,221,164,17,52,144,1
2109,15500.25,684.75,30.25,11329.5,13570.5,2863.5,500.5,599.5,126.5,89,191,45,105,203,17,1
2110,15376,558,20.25,12276,14260,3348,445.5,517.5,121.5,73,121,113,169,33,217,1
2111,15376,248,4,12772,14508,3720,206,234,60,113,19,18,121,182,132,1
2112,15376,310,6.25,13020,14756,3968,262.5,297.5,80,17,207,32,81,224,0,1
2113,15500.25,435.75,12.25,13446,15064.5,4108.5,378,423.5,115.5,144,12,236,49,153,65,1
2114,16002.25,506,16,14421,15686,4680.5,456,496,148,196,56,122,16,236,89,1
2115,16129,381,9,14986,16256,5207,354,384,123,100,0,230,0,128,145,1
2116,15625,187.5,2.25,15125,16375,4375,181.5,196.5,52.5,49,235,139,9,233,201,1
2117,15625,187.5,2.25,15250,16500,4500,183,198,54,36,232,40,16,144,16,1
2118,15750.25,251,4,15562,16817,4769,248,268,76,16,232,104,36,228,164,1
2119,16002.25,316.25,6.25,15939,17330.5,5186.5,315,342.5,102.5,4,110,46,81,241,145,1
2120,16002.25,379.5,9,16318.5,17710,5566,387,420,132,1,140,44,144,16,144,1
2121,16129,317.5,6.25,16510,18288,5969,325,360,117.5,4,32,222,0,112,161,1
2122,0,0,4,0,0,0,264,292,98,16,72,68,68,242,97,1
2123,16256.25,255,4,16830,18870,6375,264,296,100,16,80,200,144,232,196,1
2124,16256.25,127.5,1,17085,19125,6630,134,150,52,36,132,56,228,120,144,1
2125,16256.25,16256.25,16256.25,16957.5,19252.5,6630,16957.5,19252.5,6630,25,115,4,17,172,144,1
2126,0,0,16129,0,0,0,16637,19177,6604,9,69,156,17,172,144,1
2127,0.25,63.5,16129,65,75,25.5,16510,19050,6477,4,44,230,228,226,41,1
2128,2.25,189.75,16002.25,193.5,223.5,75,16318.5,18848.5,6325,1,21,50,185,26,196,1
2129,4,252,15876,250,294,94,15750,18522,5922,9,199,243,105,253,161,1
2130,9,379.5,16002.25,369,435,135,15559.5,18342.5,5692.5,25,171,159,33,125,233,1
2131,6.25,316.25,16002.25,305,360,110,15433,18216,5566,36,160,248,0,192,144,1
2132,2.25,190.5,16129,199.5,204,70.5,16891,17272,5969,25,168,107,64,248,161,1
2133,2.25,0,0,196.5,204,66,0,0,0,9,152,132,64,96,144,1
2134,0.25,0,0,65.5,68,22,0,0,0,9,152,132,64,96,144,1
2135,0,0,0,0,0,0,0,0,0,4,146,88,81,140,144,1
2136,0.25,62.75,15750.25,65,68.5,21,16315,17193.5,5271,4,146,84,81,122,228,1
2137,2.25,181.5,14641,184.5,199.5,55.5,14883,16093,4477,25,231,199,25,57,89,1
2138,6.25,301.25,14520.25,285,312.5,77.5,13737,15062.5,3735.5,196,170,206,9,35,193,1
2139,9,379.5,16002.25,315,360,81,13282.5,15180,3415.5,17,56,19,64,168,217,1
2140,20.25,567,15876,477,549,148.5,13356,15372,4158,228,132,170,36,186,65,1
2141,20.25,544.5,14641,441,522,135,11858,14036,3630,132,104,124,144,152,132,1
2142,12.25,427,14884,315,381.5,94.5,10980,13298,3294,164,82,126,105,127,217,1
2143,6.25,308.75,15252.25,207.5,260,67.5,10250.5,12844,3334.5,233,184,193,64,248,217,1
2144,12.25,432.25,15252.25,269.5,346.5,94.5,9509.5,12226.5,3334.5,41,199,31,73,113,217,1
2145,6.25,305,14884,180,232.5,65,8784,11346,3172,64,40,80,201,114,164,1
2146,6.25,305,14884,160,215,55,7808,10492,2684,0,128,128,228,100,228,1
2147,6.25,308.75,15252.25,147.5,202.5,47.5,7286.5,10003.5,2346.5,153,171,97,161,3,105,1
2148,4,247,15252.25,100,158,30,6175,9756.5,1852.5,196,110,238,97,161,225,1
2149,6.25,306.25,15006.25,112.5,185,25,5512.5,9065,1225,233,2,194,100,228,100,1
2150,2.25,184.5,15129,60,102,13.5,4920,8364,1107,64,160,104,16,100,81,1
2151,2.25,189.75,16002.25,54,94.5,12,4554,7969.5,1012,16,220,32,129,248,64,1
2152,2.25,190.5,16129,54,94.5,18,4572,8001,1524,16,220,176,129,244,144,1
2153,0.25,62.5,15625,17,30,6.5,4250,7500,1625,132,248,186,16,12,169,1
2154,16256.25,16001.25,15750.25,3952.5,7140,1785,3890.5,7028,1757,193,200,178,64,16,196,1
2155,16256.25,16256.25,16256.25,3570,6757.5,1785,3570,6757.5,1785,16,204,136,249,230,196,1
2156,2.25,0,0,45,81,27,0,0,0,132,84,28,100,204,68,1
2157,2.25,189,15876,43.5,79.5,28.5,3654,6678,2394,73,1,39,249,239,105,1
2158,2.25,188.25,15750.25,39,75,24,3263,6275,2008,164,20,160,196,32,0,1
2159,0.25,63.25,16002.25,12,24,6,3036,6072,1518,64,128,32,0,64,144,1
2160,2.25,190.5,16129,33,70.5,12,2794,5969,1016,228,10,176,161,120,64,1
2161,2.25,189.75,16002.25,31.5,69,10.5,2656.5,5819,885.5,185,198,147,68,66,49,1
2162,2.25,190.5,16129,30,67.5,7.5,2540,5715,635,144,132,100,233,225,25,1
2163,1,0.5,0.25,20,45,3,10,22.5,1.5,144,132,60,233,135,9,1
2164,0,0,2.25,0,0,0,21,70.5,24,196,146,224,161,240,0,1
2165,16256.25,191.25,2.25,1912.5,6247.5,2040,22.5,73.5,24,225,223,240,97,16,0,1
2166,16002.25,253,4,2150.5,6451.5,2024,34,102,32,33,99,16,41,48,0,1
2167,15750.25,439.25,12.25,2259,6902.5,1757,63,192.5,49,68,222,252,209,2,196,1
2168,15750.25,376.5,9,2761,7530,1631.5,66,180,39,228,40,30,16,12,169,1
2169,15750.25,313.75,6.25,3137.5,7906.5,1506,62.5,157.5,30,113,39,44,129,244,144,1
2170,16002.25,253,4,3289,8475.5,1138.5,52,134,18,164,206,234,137,91,81,1
2171,16129,127,1,3302,8890,1143,26,70,9,164,28,234,36,118,81,1
2172,15876,63,0.25,3276,8946,756,13,35.5,3,164,54,156,177,170,36,1
2173,16002.25,63.25,0.25,3162.5,9108,506,12.5,36,2,113,8,100,64,32,16,1
2174,16002.25,126.5,1,3289,9234.5,632.5,26,73,5,164,106,130,209,109,25,1
2175,16256.25,63.75,0.25,3187.5,9562.5,765,12.5,37.5,3,113,83,150,249,194,36,1
2176,0,0,0.25,0,0,0,13,37.5,4.5,164,158,234,249,163,81,1
2177,0,0,0.25,0,0,0,13.5,38,5,217,4,14,144,248,100,1
2178,0,0,1,0,0,0,27,76,11,217,4,41,144,68,121,1
2179,0.25,0.25,0.25,13.5,39,6,13.5,39,6,217,58,68,196,168,144,1
2180,0,0,16256.25,0,0,0,3570,9817.5,1530,16,108,80,41,156,144,1
2181,16256.25,63.75,0.25,3570,9817.5,1530,14,38.5,6,16,108,80,41,156,144,1
2182,0,0,0.25,0,0,0,13.5,39,5.5,217,58,41,196,90,121,1
2183,0,0,16256.25,0,0,0,3315,10072.5,1147.5,164,6,234,97,199,81,1
2184,0,0,16256.25,0,0,0,3315,10072.5,892.5,164,6,182,97,41,49,1
2185,0,0,0,0,0,0,0,0,0,64,128,120,0,144,25,1
2186,16256.25,63.75,0.25,3060,10200,637.5,12,40,2.5,64,128,120,0,144,25,1
2187,16256.25,127.5,1,3315,10200,637.5,26,80,5,164,32,130,0,144,25,1
2188,0.25,0.25,0.25,14,40,3,14,40,3,16,192,168,0,224,36,1
2189,0,0,1,0,0,0,30,80,9,132,96,14,0,208,81,1
2190,16129,190.5,2.25,4572,9906,1778,54,117,21,16,248,248,196,68,196,1
2191,16002.25,253,4,5060,9867,2403.5,80,156,38,64,48,248,196,202,105,1
2192,16002.25,316.25,6.25,5692.5,9867,3162.5,112.5,195,62.5,233,182,101,196,158,113,1
2193,16256.25,255,4,6375,9945,3697.5,100,156,58,196,60,170,196,214,73,1
2194,0,0,1,0,0,0,55,78,34,209,194,78,196,92,132,1
2195,0,0,1,0,0,0,57,78,35,177,94,203,196,170,201,1
2196,16129,0,0,6858,10668,3810,0,0,0,100,184,84,144,216,132,1
2197,16256.25,16065,15876,6502.5,10327.5,3697.5,6426,10206,3654,41,35,199,161,45,73,1
2198,0,0,16002.25,0,0,0,6198.5,9993.5,3415.5,97,31,43,97,85,217,1
2199,0,0,16002.25,0,0,0,6198.5,9740.5,3542,97,189,92,41,108,16,1
2200,0.25,62.75,15750.25,24.5,37.5,14,6149.5,9412.5,3514,97,91,92,249,52,16,1
2201,0,0,15129,0,0,0,5781,8610,3444,161,218,36,36,168,16,1
2202,0,0,14762.25,0,0,0,4981.5,7533,2794.5,145,238,175,4,146,17,1
2203,1,122.5,15006.25,37,54,20,4532.5,6615,2450,89,206,228,100,56,144,1
2204,16256.25,15682.5,15129,4207.5,6120,2422.5,4059,5904,2337,65,48,115,0,144,105,1
2205,16256.25,15555,14884,3697.5,5355,2040,3538,5124,1952,73,194,208,228,160,0,1
2206,0,0,15006.25,0,0,0,3062.5,4165,1592.5,113,82,69,132,186,169,1
2207,0.25,63.25,16002.25,11,14.5,5.5,2783,3668.5,1391.5,228,126,242,73,63,121,1
2208,0,0,1,0,0,0,24,28,13,64,160,56,16,108,169,1
2209,0.25,63.75,16256.25,12.5,14.5,7.5,3187.5,3697.5,1912.5,113,213,119,73,179,225,1
2210,16256.25,16065,15876,3060,3315,1912.5,3024,3276,1890,64,112,104,164,134,225,1
2211,16256.25,16256.25,16256.25,2805,3060,1657.5,2805,3060,1657.5,228,16,30,64,56,169,1
2212,0.25,0.5,1,8.5,14.5,4.5,17,29,9,33,237,153,73,5,81,1
2213,0.25,0.5,1,9.5,15,6.5,19,30,13,105,58,247,132,134,169,1
2214,16256.25,63.75,0.25,2550,3952.5,1785,10,15.5,7,144,108,24,193,178,196,1
2215,16129,16192.5,16256.25,2286,3937,1778,2295,3952.5,1785,68,46,252,193,178,196,1
2216,16002.25,0,0,2024,3795,1897.5,0,0,0,0,224,240,132,194,225,1
2217,16002.25,316.25,6.25,1897.5,4048,2024,37.5,80,40,225,224,240,0,0,0,1
2218,15876,441,12.25,2268,4536,2772,63,126,77,68,136,140,16,24,228,1
2219,16002.25,506,16,2530,5186.5,3036,80,164,96,144,52,224,145,216,64,1
2220,15876,567,20.25,3024,5922,3402,108,211.5,121.5,64,104,136,161,245,217,1
2221,16256.25,446.25,12.25,3315,6630,3442.5,91,182,94.5,164,72,190,144,124,217,1
2222,0.25,1.5,9,14,28.5,13.5,84,171,81,16,60,244,177,3,217,1
2223,0.25,1,4,15,30.5,13.5,60,122,54,132,38,42,137,111,217,1
2224,16002.25,0,0,3668.5,8096,2783,0,0,0,73,64,126,0,128,228,1
2225,15750.25,16001.25,16256.25,3514,8032,2259,3570,8160,2295,16,0,248,0,128,68,1
2226,16002.25,16128.75,16256.25,3289,8096,1897.5,3315,8160,1912.5,164,128,134,0,192,225,1
2227,1,126,15876,26,64,13,3276,8064,1638,164,128,82,0,64,169,1
2228,15500.25,0,0,4357.5,6598.5,1867.5,0,0,0,201,63,13,249,27,225,1
2229,16129,444.5,12.25,4826,7112,2286,133,196,63,164,80,172,64,240,68,1
2230,0,0,12.25,0,0,0,140,213.5,77,64,136,112,137,62,228,1
2231,0.25,0.75,2.25,22,32,13.5,66,96,40.5,144,0,164,0,192,217,1
2232,16129,15938.5,15750.25,5588,8128,3429,5522,8032,3388.5,144,0,164,0,192,217,1
2233,15876,15183,14520.25,4662,7434,2898,4458.5,7109.5,2771.5,89,135,83,153,77,17,1
2234,16129,15176.5,14280.25,3302,6350,1778,3107,5975,1673,164,20,108,196,188,196,1
2235,1,126,15876,19,43,9,2394,5418,1134,105,49,171,57,131,81,1
2236,0,0,1,0,0,0,20,46,11,144,152,220,68,250,121,1
2237,0,0,0,0,0,0,0,0,0,144,132,4,233,73,169,1
2238,16256.25,63.75,0.25,2422.5,5865,1657.5,9.5,23,6.5,105,106,247,68,86,169,1
2239,0.25,63.75,16256.25,9.5,23,7.5,2422.5,5865,1912.5,105,106,29,68,178,225,1
2240,0.25,63.75,16256.25,8.5,23,7.5,2167.5,5865,1912.5,33,14,255,68,178,225,1
2241,0,0,0,0,0,0,0,0,0,33,14,255,68,178,225,1
2242,16256.25,0,0,2167.5,5865,2040,0,0,0,33,14,16,68,224,0,1
2243,16256.25,255,4,2167.5,5865,2040,34,92,32,33,14,16,68,224,0,1
2244,16256.25,127.5,1,3060,6247.5,2167.5,24,49,17,64,152,152,97,65,33,1
2245,16256.25,16065,15876,2805,5992.5,1912.5,2772,5922,1890,228,10,74,161,193,225,1
2246,16002.25,0,0,2656.5,5566,1897.5,0,0,0,185,156,59,144,148,225,1
2247,16129,254,4,2921,5842,2159,46,92,34,17,34,135,68,14,33,1
2248,16002.25,63.25,0.25,3162.5,6072,2403.5,12.5,24,9.5,113,176,219,0,144,105,1
2249,16129,16065.5,16002.25,3302,5842,2413,3289,5819,2403.5,164,172,238,68,106,105,1
2250,16256.25,15873.75,15500.25,2932.5,5482.5,2295,2863.5,5353.5,2241,17,221,158,57,6,68,1
2251,16129,16129,16129,2540,4826,1778,2540,4826,1778,144,248,24,164,20,196,1
2252,1,0.5,0.25,24,39,18,12,19.5,9,64,168,176,241,190,68,1
2253,0.25,63,15876,11,18.5,8,2772,4662,2016,228,46,96,89,80,0,1
2254,16002.25,15939,15876,2656.5,4301,2024,2646,4284,2016,185,202,80,132,32,0,1
2255,15750.25,15813,15876,2384.5,4016,1757,2394,4032,1764,105,96,10,0,192,196,1
2256,16002.25,16128.75,16256.25,2403.5,3795,1771,2422.5,3825,1785,105,58,10,132,164,196,1
2257,16129,127,1,2540,3937,1905,20,31,15,144,108,44,193,209,225,1
2258,16256.25,127.5,1,2677.5,4080,2040,21,32,16,185,160,80,0,0,0,1
2259,0.25,63.25,16002.25,11,16.5,8.5,2783,4174.5,2150.5,228,214,118,65,49,33,1
2260,2.25,189.75,16002.25,24,46.5,12,2024,3921.5,1012,0,240,128,193,248,64,1
2261,4,3,2.25,34,64,18,25.5,48,13.5,33,32,153,0,32,81,1
2262,9,7.5,6.25,57,102,33,47.5,85,27.5,105,134,209,132,118,121,1
2263,12.25,8.75,6.25,70,133,49,50,95,35,144,248,24,164,20,196,1
2264,9,6,4,63,123,42,42,82,28,185,93,38,145,62,196,1
2265,4,4,4,42,88,32,42,88,32,185,156,80,144,192,0,1
2266,2.25,2.25,2.25,31.5,69,24,31.5,69,24,185,198,80,68,224,0,1
2267,0,0,1,0,0,0,21,48,17,185,240,101,0,48,33,1
