,Ixx,Ixy,Iyy,Ixr,Ixg,Ixb,Iyr,Iyg,Iyb,Irr,Irg,Irb,Igg,Igb,Ibb,Target
1508,15750.25,376.5,9,3765,3263,1882.5,90,78,45,132,12,194,164,134,225,1
1509,15750.25,62.75,0.25,3890.5,3639.5,2133.5,15.5,14.5,8.5,193,131,15,73,237,33,1
1510,16256.25,16001.25,15750.25,3697.5,3442.5,1912.5,3639.5,3388.5,1882.5,73,15,179,217,149,225,1
1511,2.25,187.5,15625,39,36,18,3250,3000,1500,164,112,56,64,32,144,1
1512,2.25,0,0,33,33,18,0,0,0,228,228,8,228,8,144,1
1513,0,0,12.25,0,0,0,87.5,87.5,52.5,113,113,119,113,119,225,1
1514,15876,756,36,3528,3654,2646,168,174,126,16,44,76,73,97,185,1
1515,64,72,81,280,288,240,315,324,270,201,236,26,16,56,132,1
1516,56.25,3.75,0.25,330,352.5,300,22,23.5,20,144,20,224,161,88,64,1
1517,30.25,668.25,14762.25,198,209,181.5,4374,4617,4009.5,16,88,164,164,230,65,1
1518,6.25,13.75,30.25,75,87.5,72.5,165,192.5,159.5,132,26,102,201,247,73,1
1519,2.25,15.75,110.25,67.5,75,66,472.5,525,462,233,202,188,196,152,144,1
1520,9,13.5,20.25,150,165,153,225,247.5,229.5,196,190,246,209,245,41,1
1521,64,80,100,424,472,440,530,590,550,249,55,99,153,173,209,1
1522,144,126,110.25,840,912,864,735,798,756,36,200,176,144,96,64,1
1523,121,5.5,0.25,792,880,902,36,40,41,64,128,16,0,160,68,1
1524,756.25,3410,15376,1897.5,2117.5,2172.5,8556,9548,9796,153,193,75,41,195,97,1
1525,441,0,0,1344,1512,1554,0,0,0,0,0,128,64,208,100,1
1526,13572.25,1747.5,225,8038.5,8970.5,9203.5,1035,1155,1185,153,193,75,41,195,97,1
1527,10100.25,2562.75,650.25,9447,10251,10452,2397,2601,2652,132,116,48,164,112,64,1
1528,13110.25,1603,196,13740,14656,14885,1680,1792,1820,64,0,240,0,0,4,1
1529,1,122,14884,122,130,132,14884,15860,16104,36,244,232,4,8,16,1
1530,1,119,14161,108,116,118,12852,13804,14042,144,240,200,144,120,100,1
1531,25,595,14161,520,560,570,12376,13328,13566,64,128,80,0,224,196,1
1532,49,857.5,15006.25,630,686,700,11025,12005,12250,164,116,40,132,72,16,1
1533,36,30,25,558,606,618,465,505,515,201,177,107,217,163,113,1
1534,2.25,5.25,12.25,150,162,165,350,378,385,16,48,248,144,104,68,1
1535,0.25,1.75,12.25,50,54,55,350,378,385,16,48,248,144,104,68,1
1536,9,382.5,16256.25,321,345,351,13642.5,14662.5,14917.5,185,17,231,169,143,121,1
1537,6.25,273.75,11990.25,247.5,267.5,272.5,10840.5,11716.5,11935.5,73,97,39,185,143,105,1
1538,0,0,12996,0,0,0,7980,8892,9120,36,84,224,196,96,0,1
1539,100,15,2.25,740,780,770,111,117,115.5,100,140,66,196,118,41,1
1540,0.25,6.75,182.25,38,40,39.5,1026,1080,1066.5,144,192,116,0,176,97,1
1541,14884,3294,729,12322,12810,12688,2727,2835,2808,217,109,8,17,168,64,1
1542,15500.25,2614.5,441,16185,16683,16558.5,2730,2814,2793,4,12,138,36,158,25,1
1543,1,9.5,90.25,143,147,146,1358.5,1396.5,1387,225,29,142,105,214,68,1
1544,6.25,295,13924,372.5,382.5,380,17582,18054,17936,185,13,120,113,216,64,1
1545,1,91,8281,123,127,126,11193,11557,11466,25,5,138,1,130,4,1
1546,1,98,9604,75,79,78,7350,7742,7644,249,37,218,97,18,196,1
1547,1,120.5,14520.25,63,67,66,7591.5,8073.5,7953,129,125,62,137,70,4,1
1548,15625,15687.5,15750.25,7500,8000,7875,7530,8032,7906.5,16,0,196,0,192,129,1
1549,15876,504,16,7308,7812,7686,232,248,244,36,12,210,4,198,137,1
1550,30.25,93.5,289,374,396,390.5,1156,1224,1207,16,32,220,64,248,177,1
1551,100,190,361,920,960,950,1748,1824,1805,16,128,36,0,160,65,1
1552,56.25,952.5,16129,795,825,817.5,13462,13970,13843,228,140,34,68,214,105,1
1553,6.25,266.25,11342.25,225,235,232.5,9585,10011,9904.5,164,12,178,132,38,201,1
1554,2.25,174,13456,94.5,100.5,99,7308,7772,7656,129,125,62,137,70,4,1
1555,64,16,4,520,560,528,130,140,132,129,198,194,36,12,4,1
1556,20.25,562.5,15625,301.5,319.5,315,8375,8875,8750,137,149,82,177,106,36,1
1557,4,234,13689,120,128,126,7020,7488,7371,16,0,196,0,192,129,1
1558,9,357,14161,135,147,144,5355,5831,5712,233,157,112,97,48,0,1
1559,25,27.5,30.25,210,230,225,231,253,247.5,228,140,98,68,22,233,1
1560,12.25,57.75,272.25,196,210,206.5,924,990,973.5,64,32,232,16,212,153,1
1561,15750.25,1882.5,225,9412.5,9914.5,9789,1125,1185,1170,249,37,218,97,18,196,1
1562,14400,720,36,10320,10800,10680,516,540,534,228,60,230,164,74,241,1
1563,14520.25,14520.25,14520.25,10483.5,10965.5,10845,10483.5,10965.5,10845,145,237,150,89,254,164,1
1564,16129,14224,12544,9017,9525,9652,7952,8400,8512,177,205,20,249,68,144,1
1565,64,952,14161,440,472,480,6545,7021,7140,209,173,228,153,212,16,1
1566,110.25,5.25,0.25,556.5,598.5,609,26.5,28.5,29,249,205,2,177,234,36,1
1567,9,9,9,168,180,183,168,180,183,64,32,88,16,76,137,1
1568,15129,369,9,7257,7749,7872,177,189,192,153,133,192,129,192,0,1
1569,15625,437.5,12.25,7750,8250,8375,217,231,234.5,4,252,58,4,70,137,1
1570,25,2.5,0.25,330,350,355,33,35,35.5,4,12,78,36,106,177,1
1571,2.25,183.75,15006.25,90,103.5,99,7350,8452.5,8085,16,44,120,153,202,4,1
1572,20.25,560.25,15500.25,234,274.5,261,6474,7594.5,7221,144,100,200,137,210,36,1
1573,72.25,1058.25,15500.25,450.5,527,501.5,6598.5,7719,7345.5,249,214,55,4,74,153,1
1574,72.25,998.75,13806.25,382.5,459,433.5,5287.5,6345,5992.5,233,126,247,100,194,41,1
1575,25,2.5,0.25,160,205,190,16,20.5,19,0,32,192,145,22,164,1
1576,0.25,7.5,225,23,27.5,26,690,825,780,68,226,88,209,44,144,1
1577,15750.25,439.25,12.25,7781,8910.5,8534,217,248.5,238,4,50,120,177,220,16,1
1578,15500.25,14255.25,13110.25,6598.5,7719,7345.5,6068.5,7099,6755.5,249,214,55,4,74,153,1
1579,15376,310,6.25,4340,5456,5084,87.5,110,102.5,201,4,155,144,12,145,1
1580,13456,1740,225,6728,7772,7424,870,1005,960,36,46,128,137,192,0,1
1581,12321,943.5,72.25,7215,8214,7881,552.5,629,603.5,129,202,7,100,134,177,1
1582,13340.25,2310,400,8662.5,9702,9355.5,1500,1680,1620,249,156,187,144,148,161,1
1583,14762.25,2551.5,441,12757.5,13851,13486.5,2205,2394,2331,17,194,135,196,110,33,1
1584,15750.25,0,0,14683.5,15813,15436.5,0,0,0,121,150,55,4,138,25,1
1585,1,120,14400,105,114,111,12600,13680,13320,17,194,135,196,110,33,1
1586,20.25,564.75,15750.25,454.5,495,481.5,12675.5,13805,13428.5,217,102,55,68,250,185,1
1587,4,9,20.25,196,220,200,441,495,450,132,28,72,68,248,16,1
1588,4,11,30.25,216,240,220,594,660,605,144,160,104,64,144,68,1
1589,0.25,62,15376,55,60.5,56.5,13640,15004,14012,68,254,142,49,105,225,1
1590,1,120,14400,102,111,106,12240,13320,12720,164,58,60,33,246,228,1
1591,6.25,316.25,16002.25,237.5,260,252.5,12017.5,13156,12776.5,65,152,123,64,8,217,1
1592,9,10.5,12.25,294,321,318,343,374.5,371,132,246,148,185,78,228,1
1593,20.25,6.75,2.25,468,490.5,504,156,163.5,168,64,72,128,105,176,0,1
1594,36,69,132.25,624,648,666,1196,1242,1276.5,64,224,24,144,212,33,1
1595,16256.25,2932.5,529,16320,16830,16957.5,2944,3036,3059,0,0,128,16,148,25,1
1596,16256.25,956.25,56.25,19380,19635,19507.5,1140,1155,1147.5,64,112,216,164,10,113,1
1597,2.25,167.25,12432.25,216,219,214.5,16056,16279,15944.5,0,32,112,68,142,225,1
1598,12.25,385,12100,420,423.5,402.5,13200,13310,12650,64,184,232,49,91,169,1
1599,20.25,531,13924,490.5,499.5,450,12862,13098,11800,105,67,148,33,92,16,1
1600,16,496,15376,404,412,356,12524,12772,11036,217,163,29,113,207,241,1
1601,20.25,38.25,72.25,463.5,468,396,875.5,884,748,113,216,104,64,192,64,1
1602,16,52,169,476,480,408,1547,1560,1326,81,200,106,64,208,164,1
1603,42.25,87.75,182.25,858,825.5,786.5,1782,1714.5,1633.5,16,124,100,1,7,49,1
1604,36,744,15376,882,864,822,18228,17856,16988,105,176,171,0,16,81,1
1605,56.25,806.25,11556.25,915,892.5,840,13115,12792.5,12040,36,182,96,81,16,0,1
1606,56.25,825,12100,795,772.5,735,11660,11330,10780,228,166,148,113,110,132,1
1607,6.25,283.75,12882.25,212.5,210,197.5,9647.5,9534,8966.5,57,228,59,144,236,97,1
1608,15376,1054,72.25,9424,9300,8680,646,637.5,595,144,68,200,249,130,36,1
1609,15625,1437.5,132.25,12750,12625,12125,1173,1161.5,1115.5,164,62,166,217,69,193,1
1610,6.25,296.25,14042.25,242.5,245,232.5,11494.5,11613,11020.5,193,34,61,132,154,201,1
1611,49,850.5,14762.25,560,574,553,9720,9963,9598.5,0,160,176,68,78,97,1
1612,42.25,35.75,30.25,539.5,552.5,546,456.5,467.5,462,233,143,60,57,228,144,1
1613,64,56,49,720,752,744,630,658,651,164,12,178,132,38,201,1
1614,72.25,12.75,2.25,816,850,858.5,144,150,151.5,0,128,224,16,116,217,1
1615,72.25,1066.75,15750.25,790.5,824.5,833,11671.5,12173.5,12299,201,61,154,193,34,132,1
1616,30.25,22,16,489.5,522.5,522.5,356,380,380,241,7,7,65,65,65,1
1617,2.25,18.75,156.25,148.5,157.5,157.5,1237.5,1312.5,1312.5,73,155,155,17,17,17,1
1618,15876,1512,144,14490,15120,15498,1380,1440,1476,169,232,65,64,168,25,1
1619,16256.25,382.5,9,15937.5,16320,16957.5,375,384,399,9,128,241,0,128,25,1
1620,6.25,312.5,15625,305,312.5,325,15250,15625,16250,36,146,244,9,122,4,1
1621,6.25,0,0,297.5,305,317.5,0,0,0,81,182,9,36,134,1,1
1622,0,0,36,0,0,0,732,750,780,36,146,244,9,122,4,1
1623,1,4.5,20.25,131,134,139,589.5,603,625.5,9,146,33,36,194,121,1
1624,30.25,651.75,14042.25,720.5,737,764.5,15523.5,15879,16471.5,9,146,33,36,194,121,1
1625,56.25,806.25,11556.25,840,862.5,900,12040,12362.5,12900,0,80,128,169,232,64,1
1626,30.25,607.75,12210.25,495,511.5,539,9945,10276.5,10829,164,178,116,201,154,132,1
1627,15252.25,802.75,42.25,9509.5,9880,10497.5,500.5,520,552.5,41,16,145,0,144,57,1
1628,1,21.5,462.25,103,106,111,2214.5,2279,2386.5,113,166,169,228,246,33,1
1629,0.25,4.75,90.25,60,61.5,64,1140,1168.5,1216,64,168,0,25,128,0,1
1630,15500.25,684.75,30.25,15189,15562.5,16185,671,687.5,715,36,146,244,9,122,4,1
1631,16256.25,1466.25,132.25,16702.5,17085,17722.5,1506.5,1541,1598.5,9,146,33,36,194,121,1
1632,72.25,17,4,1232.5,1258,1300.5,290,296,306,33,212,169,144,116,113,1
1633,64,888,12321,1080,1104,1144,14985,15318,15873,49,198,105,100,22,225,1
1634,1,119,14161,111,114,119,13209,13566,14161,33,110,153,196,254,81,1
1635,4,0,0,246,236,230,0,0,0,25,178,65,100,2,169,1
1636,1,2.5,6.25,117,113,110,292.5,282.5,275,121,165,70,225,142,68,1
1637,25,67.5,182.25,640,620,605,1728,1674,1633.5,0,0,128,16,156,49,1
1638,100,30,9,1440,1400,1370,432,420,411,0,192,16,144,236,81,1
1639,100,1100,12100,1310,1300,1280,14410,14300,14080,9,134,128,4,0,0,1
1640,12.25,400.75,13110.25,367.5,364,357,12022.5,11908,11679,17,168,214,64,112,164,1
1641,15876,1386,121,13230,12978,13104,1155,1133,1144,17,63,168,113,216,64,1
1642,15750.25,2008,256,15813,15813,15813,2016,2016,2016,4,4,4,4,4,4,1
1643,16,498,15500.25,540,544,552,16807.5,16932,17181,49,184,198,64,80,100,1
1644,25,597.5,14280.25,595,600,610,14220.5,14340,14579,81,200,182,64,48,36,1
1645,56.25,952.5,16129,862.5,892.5,915,14605,15113,15494,169,117,206,81,182,36,1
1646,25,607.5,14762.25,570,590,605,13851,14337,14701.5,196,140,226,100,198,49,1
1647,15625,15500,15376,12875,13250,13875,12772,13144,13764,113,166,169,228,246,33,1
1648,14280.25,418.25,12.25,12667,13264.5,13742.5,371,388.5,402.5,228,246,158,33,221,169,1
1649,16129,15430.5,14762.25,13843,14478,14986,13243.5,13851,14337,105,138,62,196,140,100,1
1650,100,1240,15376,930,980,1020,11532,12152,12648,201,154,14,132,12,164,1
1651,0.25,6.75,182.25,50,52.5,55.5,1350,1417.5,1498.5,16,4,92,17,135,33,1
1652,12.25,59.5,289,420,437.5,451.5,2040,2125,2193,64,152,120,9,253,1,1
1653,81,9,1,1215,1260,1287,135,140,143,49,212,105,144,52,225,1
1654,169,1332.5,10506.25,1586,1664,1638,12505,13120,12915,36,0,12,0,0,4,1
1655,90.25,912,9216,807.5,855,798,8160,8640,8064,57,226,228,164,136,144,1
1656,4,236,13924,116,128,108,6844,7552,6372,36,128,60,0,128,100,1
1657,1,14.5,210.25,67,70,59,971.5,1015,855.5,137,82,113,36,34,153,1
1658,20.25,63,196,400.5,418.5,355.5,1246,1302,1106,241,85,119,201,179,97,1
1659,90.25,1163.75,15006.25,912,931,798,11760,12005,10290,0,192,128,132,40,144,1
1660,81,1057.5,13806.25,720,738,612,9400,9635,7990,0,160,64,68,200,16,1
1661,64,972,14762.25,608,608,512,9234,9234,7776,144,144,0,144,0,0,1
1662,121,1331,14641,748,748,638,8228,8228,7018,16,16,104,16,104,36,1
1663,324,126,49,1134,1080,954,441,420,371,129,196,11,16,108,249,1
1664,462.25,451.5,441,1784.5,1720,1612.5,1743,1680,1575,233,240,81,0,112,249,1
1665,144,114,90.25,1272,1224,1188,1007,969,940.5,228,60,254,164,114,73,1
1666,16256.25,13770,11664,13132.5,12622.5,12240,11124,10692,10368,113,213,160,73,32,0,1
1667,15876,13041,10712.25,7812,8190,6804,6417,6727.5,5589,4,190,20,129,182,100,1
1668,0,0,13340.25,0,0,0,5775,6121.5,4851,196,90,52,249,178,228,1
1669,12.25,421.75,14520.25,129.5,140,101.5,4458.5,4820,3494.5,89,200,49,64,136,73,1
1670,49,17.5,6.25,245,266,189,87.5,95,67.5,201,50,177,164,2,217,1
1671,56.25,45,36,307.5,337.5,232.5,246,270,186,145,53,247,233,115,193,1
1672,20.25,9,4,207,225,162,92,100,72,68,252,120,196,8,16,1
1673,15876,15687,15500.25,5670,6174,4410,5602.5,6100.5,4357.5,233,157,39,97,179,201,1
1674,14641,15064.5,15500.25,4961,5203,3630,5104.5,5353.5,3735,145,227,206,57,10,132,1
1675,1,119,14161,40,42,29,4760,4998,3451,64,144,136,228,194,73,1
1676,16256.25,14535,12996,2932.5,3187.5,1530,2622,2850,1368,17,63,20,113,44,144,1
1677,16129,15811.5,15500.25,1524,1778,127,1494,1743,124.5,144,168,12,196,14,1,1
1678,0,0,30.25,0,0,0,88,99,22,0,32,64,68,72,16,1
1679,4,6,9,46,50,22,69,75,33,17,63,253,113,19,121,1
1680,12.25,441,15876,77,84,35,2772,3024,1260,228,16,220,64,240,100,1
1681,6.25,317.5,16129,47.5,52.5,17.5,2413,2667,889,105,143,133,185,147,49,1
1682,1,124.5,15500.25,20,21,7,2490,2614.5,871.5,144,164,140,185,147,49,1
1683,1,125.5,15750.25,12,13,5,1506,1631.5,627.5,144,156,60,169,65,25,1
1684,1,3,9,15,16,8,45,48,24,225,240,120,0,128,64,1
1685,0.25,1.5,9,9,9.5,5.5,54,57,33,68,86,198,105,209,121,1
1686,0,0,4,0,0,0,42,44,28,185,206,38,228,52,196,1
1687,0,0,0,0,0,0,0,0,0,185,206,80,228,96,0,1
1688,0.25,63,15876,10,10.5,7.5,2520,2646,1890,144,164,44,185,59,225,1
1689,2.25,188.25,15750.25,25.5,27,19.5,2133.5,2259,1631.5,33,50,221,68,234,169,1
1690,1,126,15876,15,16,11,1890,2016,1386,225,240,165,0,176,121,1
1691,0,0,16129,0,0,0,1778,1778,1524,196,196,168,196,168,144,1
1692,16256.25,0,0,1785,1785,1530,0,0,0,196,196,168,196,168,144,1
1693,16256.25,0,0,1657.5,1657.5,1657.5,0,0,0,169,169,169,169,169,169,1
1694,0.25,63.75,16256.25,6.5,6.5,6.5,1657.5,1657.5,1657.5,169,169,169,169,169,169,1
1695,0.25,63.75,16256.25,6,6,7,1530,1530,1785,144,144,168,144,168,196,1
1696,0.25,63.75,16256.25,6,6,7,1530,1530,1785,144,144,168,144,168,196,1
1697,0.25,63.75,16256.25,5.5,5.5,6.5,1402.5,1402.5,1657.5,121,121,143,121,143,169,1
1698,0,0,2.25,0,0,0,16.5,16.5,19.5,121,121,143,121,143,169,1
1699,0.25,63,15876,6.5,8,4.5,1638,2016,1134,169,208,117,0,144,81,1
1700,16256.25,15937.5,15625,765,1147.5,255,750,1125,250,36,54,12,81,18,4,1
1701,15876,693,30.25,882,1260,378,38.5,55,16.5,49,70,21,100,30,9,1
1702,15625,1000,64,2250,2375,1625,144,152,104,68,86,234,105,247,169,1
1703,15625,500,16,3125,3250,2250,100,104,72,113,138,194,164,212,68,1
1704,16002.25,189.75,2.25,3415.5,3415.5,2403.5,40.5,40.5,28.5,217,217,1,217,1,105,1
1705,0.25,1.5,9,14.5,14.5,9.5,87,87,57,73,73,39,73,39,105,1
1706,4,1,0.25,72,66,48,18,16.5,12,16,164,96,65,24,64,1
1707,0,0,15625,0,0,0,3875,3625,2125,193,131,15,73,237,33,1
1708,16256.25,16192.5,16129,3952.5,3442.5,2040,3937,3429,2032,193,69,240,217,176,0,1
1709,0.25,0,0,15.5,13.5,7.5,0,0,0,193,69,209,217,149,225,1
1710,0.25,0.25,0.25,16,13,7,16,13,7,0,64,192,164,108,196,1
1711,1,1,1,33,27,13,33,27,13,65,123,173,217,95,169,1
1712,1,1,1,34,28,14,34,28,14,132,184,220,16,136,196,1
1713,2.25,1.5,1,55.5,43.5,24,37,29,16,89,49,80,73,208,0,1
1714,2.25,5.25,12.25,57,45,25.5,133,105,59.5,164,116,134,132,254,33,1
1715,6.25,5,4,105,90,60,84,72,48,228,232,240,16,96,64,1
1716,9,378,15876,120,102,66,5040,4284,2772,64,80,112,132,236,228,1
1717,12.25,444.5,16129,133,112,70,4826,4064,2540,164,192,248,0,128,144,1
1718,4,1,0.25,76,64,40,19,16,10,164,192,248,0,128,144,1
1719,16256.25,127.5,1,4972.5,4207.5,2677.5,39,33,21,241,7,51,65,181,185,1
1720,15750.25,125.5,1,5020,4267,2761,40,34,22,64,80,112,132,236,228,1
1721,15876,63,0.25,5166,4410,2898,20.5,17.5,11.5,145,155,175,201,37,17,1
1722,16129,127,1,5207,4445,2921,41,35,23,145,155,175,201,37,17,1
1723,15750.25,188.25,2.25,5396.5,4643.5,3137.5,64.5,55.5,37.5,57,55,51,89,157,113,1
1724,15750.25,62.75,0.25,5522,4769,3263,22,19,13,144,136,120,164,220,164,1
1725,15750.25,62.75,0.25,5522,4769,3263,22,19,13,144,136,120,164,220,164,1
1726,15750.25,0,0,5647.5,4894.5,3388.5,0,0,0,233,219,191,241,29,217,1
1727,15750.25,15938.5,16129,5522,4769,3263,5588,4826,3302,144,136,120,164,220,164,1
1728,15750.25,15875.75,16002.25,5396.5,4643.5,3137.5,5439.5,4680.5,3162.5,57,55,51,89,157,113,1
1729,15750.25,15875.75,16002.25,5145.5,4392.5,2886.5,5186.5,4427.5,2909.5,145,155,175,201,37,17,1
1730,15750.25,125.5,1,5020,4267,2761,40,34,22,64,80,112,132,236,228,1
1731,15750.25,62.75,0.25,5020,4894.5,2384.5,20,19.5,9.5,64,24,248,241,229,105,1
1732,15750.25,15813,15876,4769,4643.5,2133.5,4788,4662,2142,164,126,134,89,117,33,1
1733,15750.25,15938.5,16129,4518,4392.5,1882.5,4572,4445,1905,16,236,28,201,13,225,1
1734,15750.25,62.75,0.25,4518,4392.5,1882.5,18,17.5,7.5,16,236,28,201,13,225,1
1735,15750.25,16001.25,16256.25,4643.5,4518,2259,4717.5,4590,2295,89,52,154,16,136,68,1
1736,15750.25,15562,15376,4392.5,4267,2008,4340,4216,1984,201,166,48,132,32,0,1
1737,15750.25,15436.5,15129,3765,3514,1631.5,3690,3444,1599,132,72,134,16,108,169,1
1738,15876,15939,16002.25,3276,3024,1134,3289,3036,1138.5,164,112,234,64,216,81,1
1739,15376,0,0,3224,2976,1364,0,0,0,164,112,30,64,8,121,1
1740,15252.25,15622.75,16002.25,3087.5,2840.5,1235,3162.5,2909.5,1265,113,63,250,17,230,100,1
1741,15252.25,15561,15876,2840.5,2593.5,1111.5,2898,2646,1134,17,227,207,185,189,81,1
1742,15129,15498,15876,2583,2337,861,2646,2394,882,185,143,147,105,133,49,1
1743,15006.25,15557.5,16129,2450,2082.5,980,2540,2159,1016,144,84,160,33,136,64,1
1744,15006.25,0,0,2450,2082.5,980,0,0,0,144,84,160,33,136,64,1
1745,14884,0,0,2440,2074,976,0,0,0,144,84,160,33,136,64,1
1746,14884,122,1,2440,2074,976,20,17,8,144,84,160,33,136,64,1
1747,15876,504,16,2646,2394,756,84,76,24,185,143,126,105,114,36,1
1748,16002.25,822.25,42.25,3415.5,3162.5,1518,175.5,162.5,78,217,163,68,113,44,144,1
1749,0,0,30.25,0,0,0,187,176,104.5,132,64,134,0,96,105,1
1750,1,2,4,38,36,23,76,72,46,164,88,106,16,60,17,1
1751,4,254,16129,76,72,46,4826,4572,2921,164,88,106,16,60,17,1
1752,4,254,16129,72,68,42,4572,4318,2667,16,200,244,132,202,185,1
1753,4,1,0.25,72,68,42,18,17,10.5,16,200,244,132,202,185,1
1754,2.25,185.25,15252.25,55.5,52.5,33,4569.5,4322.5,2717,89,15,46,201,2,228,1
1755,0,0,2.25,0,0,0,40.5,37.5,18,217,163,68,113,44,144,1
1756,1,9,81,40,38,25,360,342,225,64,240,232,164,182,113,1
1757,2.25,189,15876,67.5,64.5,45,5670,5418,3780,233,143,70,57,10,132,1
1758,0,0,14400,0,0,0,4320,4080,2520,16,200,244,132,202,185,1
1759,15625,15875,16129,3625,3375,1750,3683,3429,1778,73,15,150,217,122,196,1
1760,15129,861,49,4182,3936,2337,238,224,133,132,64,134,0,96,105,1
1761,15252.25,802.75,42.25,5310.5,5063.5,3458,279.5,266.5,182,57,227,180,145,124,16,1
1762,15376,15686,16002.25,5828,5580,3968,5945.5,5692.5,4048,161,67,224,233,160,0,1
1763,12.25,421.75,14520.25,150.5,129.5,80.5,5181.5,4458.5,2771.5,57,55,221,89,83,17,1
1764,6.25,301.25,14520.25,87.5,72.5,37.5,4217.5,3494.5,1807.5,201,247,13,73,179,225,1
1765,0.25,62.5,15625,14,11,4,3500,2750,1000,16,104,224,228,176,64,1
1766,16256.25,510,16,3697.5,2932.5,1147.5,116,92,36,73,155,5,17,207,81,1
1767,16129,762,36,4572,3810,2286,216,180,108,16,56,136,132,28,68,1
1768,0,0,2.25,0,0,0,61.5,52.5,34.5,145,155,175,201,37,17,1
1769,4,250,15625,80,66,46,5000,4125,2875,64,40,152,65,247,17,1
1770,12.25,428.75,15006.25,126,101.5,66.5,4410,3552.5,2327.5,16,20,172,73,39,105,1
1771,12.25,435.75,15500.25,98,73.5,45.5,3486,2614.5,1618.5,16,76,108,185,17,169,1
1772,1,127,16129,28,21,13,3556,2667,1651,16,76,108,185,17,169,1
1773,16002.25,15875.75,15750.25,3289,2403.5,1644.5,3263,2384.5,1631.5,164,238,82,105,247,169,1
1774,15876,15813,15750.25,2898,2016,1260,2886.5,2008,1255,17,112,230,0,160,100,1
1775,16256.25,16065,15876,2677.5,1657.5,1275,2646,1638,1260,185,17,210,169,130,100,1
1776,0.25,63.5,16129,9.5,5.5,4,2413,1397,1016,105,209,152,121,88,64,1
1777,0,0,0.25,0,0,0,9.5,5.5,4,105,209,152,121,88,64,1
1778,16002.25,16002.25,16002.25,2530,1518,1138.5,2530,1518,1138.5,144,240,180,144,108,81,1
1779,16129,0,0,2413,1143,0,0,0,0,105,171,0,81,0,0,1
1780,15876,567,20.25,2898,1638,504,103.5,58.5,18,17,43,92,169,52,16,1
1781,15625,500,16,3250,2375,1125,104,76,36,164,238,234,105,171,81,1
1782,15500.25,498,16,3361.5,2863.5,1369.5,108,92,44,217,109,41,17,253,121,1
1783,16002.25,759,36,3542,3668.5,1897.5,168,174,90,16,44,164,73,179,225,1
1784,16002.25,1201.75,90.25,4427.5,4680.5,2909.5,332.5,351.5,218.5,201,15,37,89,83,17,1
1785,16002.25,1265,100,5692.5,6198.5,4301,450,490,340,233,157,250,97,130,132,1
1786,15500.25,1929.75,240.25,6349.5,7221,5229,790.5,899,651,41,142,94,36,132,228,1
1787,0.25,7,196,37,40.5,32.5,1036,1134,910,100,106,202,161,145,129,1
1788,1,4.5,20.25,79,86,70,355.5,387,315,97,138,154,228,132,36,1
1789,15750.25,627.5,25,10793,11295,9161.5,430,450,365,228,60,134,164,170,209,1
1790,15500.25,933.75,56.25,11454,11827.5,9711,690,712.5,585,16,36,8,65,242,196,1
1791,1,11,121,105,103,88,1155,1133,968,17,63,24,113,104,64,1
1792,56.25,63.75,72.25,885,862.5,750,1003,977.5,850,100,2,24,169,236,16,1
1793,36,0,0,744,708,624,0,0,0,16,40,96,100,240,64,1
1794,2.25,1.5,1,183,171,151.5,122,114,101,36,84,34,196,250,217,1
1795,15006.25,1531.25,156.25,16047.5,14700,12005,1637.5,1500,1225,9,104,38,64,240,132,1
1796,14762.25,1275.75,110.25,18225,16888.5,14215.5,1575,1459.5,1228.5,228,114,142,121,135,121,1
1797,15129,61.5,0.25,18696,17220,14514,76,70,59,64,32,16,144,136,100,1
1798,15625,687.5,30.25,18875,17375,14625,830.5,764.5,643.5,17,253,3,121,135,121,1
1799,15252.25,1049.75,72.25,20254,18772,15808,1394,1292,1088,16,96,0,64,0,0,1
1800,14161,595,25,20349,18564,15827,855,780,665,57,52,215,16,12,25,1
1801,14042.25,1303.5,121,20737.5,19078.5,15997.5,1925,1771,1485,161,15,73,65,231,49,1
1802,15006.25,551.25,20.25,23765,21805,18742.5,873,801,688.5,4,228,242,196,98,113,1
1803,15876,15750,15625,23436,21420,18144,23250,21250,18000,36,132,160,228,160,0,1
1804,15625,62.5,0.25,23500,21375,18125,94,85.5,72.5,16,148,124,57,219,33,1
1805,15252.25,15499.25,15750.25,23465,20995,17660.5,23845,21335,17946.5,4,44,34,228,246,225,1
1806,15129,15252,15376,22878,20418,17097,23064,20584,17236,36,156,254,164,34,121,1
1807,14884,15189,15500.25,22082,19764,16104,22534.5,20169,16434,249,138,84,132,136,16,1
1808,14884,15494,16129,21960,19398,15860,22860,20193,16510,144,204,104,193,190,4,1
1809,14884,183,2.25,22082,19520,15982,271.5,240,196.5,249,32,159,0,224,9,1
1810,15129,15621,16129,22509,19926,16359,23241,20574,16891,209,206,19,132,42,25,1
1811,15006.25,15496.25,16002.25,21682.5,19477.5,14822.5,22390.5,20113.5,15306.5,97,239,169,193,39,49,1
1812,14884,183,2.25,21716,19520,14884,267,240,183,196,64,212,0,64,36,1
1813,14641,181.5,2.25,21780,19602,15004,270,243,186,144,232,48,132,120,16,1
1814,14520.25,0,0,21810.5,19641.5,15062.5,0,0,0,249,63,97,201,151,9,1
1815,14762.25,15309,15876,21870,19683,15309,22680,20412,15876,144,232,152,132,188,4,1
